measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2007,391.53850115116,456.47120342405,327.69603841114
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2007,297.59737875472,352.48098221205,246.71899647867
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2007,343.77152359426003,404.0154377,284.82876495968003
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2008,393.85280307617,459.58638863035,329.18152644098996
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2008,298.35333246679,353.22608891912,247.67519096031
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2008,345.38621292787,405.73106963157,286.01890553089004
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2009,395.50744389938995,461.95557964594,330.60685143072
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2009,298.71652004145,353.51335822758,248.26139564798
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2009,346.44467462853,406.69864350825003,286.79158486794
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2010,396.38395711995,463.23106018758,331.66797874204
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2010,298.61898491397,353.19553181864,248.42763376738
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2010,346.80425547491,406.80835927274,287.25178565123997
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2011,396.31417868362,461.46994259938,332.53202695935
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2011,297.51158554118,350.93056820564,248.42221288478
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2011,346.11681571878,404.62369142917,288.15639422107
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2012,395.56934540008,458.50877801714006,334.10884838852
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2012,295.40298801958,347.33777316031,247.69556512319
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2012,344.55811944865,401.10547878408005,288.59986659276
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2013,394.48932588379006,455.72318679005997,334.02416690943
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2013,293.0439103,343.54602388214,246.67223014578
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2013,342.7192318,398.56707385153004,288.87205495707
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2014,393.37681805411,455.01041096908995,335.17906558634
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2014,291.0745522,340.53665282518,245.79872610975
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2014,341.10160587629997,395.63231600416003,289.54348207442
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2015,392.60271962028,454.61652728523,335.96395872926
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2015,290.16468633144,339.27299367078,245.41504565250997
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2015,340.2280175,393.89050437545006,290.27521645423997
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2016,391.55034203552003,453.71782187021,333.41703817248
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2016,290.12085849088,340.02067911112,244.3691905
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2016,339.72081166385004,394.23266391321,287.92166794671004
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2017,389.79767043728003,452.34309710715,330.27964294779
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2017,290.33168576461,341.28023943682,243.18316280617998
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2017,339.04480744107997,394.88767728589,284.83581967383003
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2018,387.79096833644,451.97345707828,327.13173501139
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2018,290.70173354713,343.09981509432,242.0470884
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2018,338.36617299435,396.34946617675,282.15853088718
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2019,386.05695859277,452.25609541555,323.79077951549004
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2019,291.12109801420996,344.38265657561,241.2283206
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2019,337.85575521925,397.21305734493,280.36971758679
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2020,381.9944976,446.83491152399995,320.01980636098
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2020,292.0597696,346.10772594868,242.81686669266
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2020,336.60518681386003,395.57481909479003,279.45748631998
Incidence,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2021,374.07004537996,447.96644589490995,301.56805645875
Incidence,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2021,293.86182463181996,355.24377686138996,238.69525817257002
Incidence,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2021,333.84140955312,400.29407308354996,269.36013149857
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1990,211978.12396275133,229279.53348392976,196964.68914287363
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1990,205994.06209077968,222204.664800859,190931.4719890398
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1990,417972.18605353136,451098.6512915312,387999.58027430216
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1990,122.01213249064,131.97062175033,113.37057474807999
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1990,124.50039051664,134.2978883,115.3967381
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1990,123.22589579395,132.99218764217,114.38941978032
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1991,225548.3543718981,243770.2376887687,209867.71206752304
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1991,218579.4314218008,235175.8203958802,203416.556428582
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1991,444127.7857936989,479128.88561339007,413222.08636814856
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1991,126.72062850549,136.9582936,117.91071786033001
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1991,129.01578191521,138.81174527065,120.06594541592
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1991,127.83990313766,137.91479003686,118.94385621751
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1992,240073.33253736084,259447.68843492155,223066.22771946635
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1992,232140.29226512703,249549.1319154196,216439.8786197388
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1992,472213.6248024877,509094.1241355905,439893.37178181496
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1992,131.67489421036998,142.30129838547,122.34687470877999
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1992,133.81481599883,143.84995747223,124.76447862498001
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1992,132.7182595,143.08372849722,123.6344731
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1993,255558.3476846289,275896.81840396696,237492.65467121155
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1993,246663.23183152423,265178.9575432561,230173.2592676312
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1993,502221.5795161531,540697.549576379,468389.3930845562
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1993,136.97979389853998,147.88125555137,127.29654571654
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1993,138.96707198794,149.39860719806,129.67682152236
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1993,137.94868136626002,148.51714268011,128.65576028056998
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1994,271454.8455371383,293157.44558410405,252001.7247363797
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1994,261731.17621918104,281409.75503161305,244224.03454055425
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1994,533186.0217563197,573591.5093728241,497652.14768979896
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1994,142.39738973081,153.78194833372,132.19284311951
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1994,144.30461706537,155.15433631143,134.65211249049
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1994,143.32727158092,154.18878718835,133.77530845578
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1995,287482.5439302999,310499.5344582538,267251.80641499965
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1995,276761.1187793464,297704.4338139964,258180.57665792457
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1995,564243.6627096467,607230.0566887714,526845.5796081016
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1995,147.67174402573,159.49492844248,137.27977987038
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1995,149.42313343086002,160.73041449227,139.39151180398
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1995,148.5256395,159.8409312,138.68135662905
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1996,303964.20176830963,327869.03853214084,283233.19612312666
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1996,292568.4562017219,314002.17197980534,273726.09603333723
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1996,596532.6579700313,641550.1052518985,557165.3628674899
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1996,152.96242942230998,164.99194436212,142.53006610647
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1996,154.75306106187,166.09035,144.78646058982
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1996,153.83543428553,165.44465376498002,143.68329113321
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1997,321425.75656351313,346711.2979950669,299804.29273404443
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1997,309534.3830205451,331842.3364049825,290482.6425630588
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1997,630960.139584058,677868.5125948519,590267.903201672
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1997,158.50117512015998,170.96995818628,147.83921865025002
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1997,160.45257424814,172.01629299179,150.57677056364
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1997,159.45251954389,171.30692649455,149.16901792471
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1998,340147.24221057503,366032.37152118166,317059.9260847715
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1998,327744.64435789984,351634.1327935861,307537.56460594945
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1998,667891.8865684747,717742.9727791178,625078.0176991719
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1998,164.29897664794998,176.80209214726,153.14726955673
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1998,166.45217386953,178.58496490427999,156.18957336585
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1998,165.34857765478,177.69010532602002,154.74923895371
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1999,360099.83425027895,386851.2275816585,336070.6133249169
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1999,347045.1874901336,371817.8888370828,325572.7264591169
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1999,707145.0217404127,759199.6532998257,661969.4717119869
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1999,170.37632744392,183.03338450505,159.00722914615
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1999,172.70146191115998,185.02919873715,162.01603665657998
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1999,171.50955708011,184.13478461937,160.55276839035
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2000,381193.4802062877,409495.7527902066,355346.8719893235
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2000,367038.22590995935,392525.6629594193,344434.2517743648
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2000,748231.7061162472,802876.3001159698,700146.7332327806
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2000,176.80321924535002,189.93023522182,164.815177
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2000,179.09785002154,191.53455240261,168.06814552798
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2000,177.92143577039,190.91533130041,166.48734744658
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2001,404513.29851737566,434685.3602721844,377436.1884621288
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2001,388658.5874875113,416139.027244719,364655.3083129908
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2001,793171.886004887,851765.4036185812,742660.1318430484
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2001,184.03457619513,197.76144900334,171.71576123436
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2001,186.07061724461002,199.22690029712,174.57902767040002
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2001,185.02664997812002,198.69501425802002,173.24355375145
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2002,431036.76618515886,463706.5435399078,402764.7365961073
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2002,412903.19436479313,442626.3298261305,387412.5494033343
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2002,843939.9605499527,905034.6574496236,790792.6019653967
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2002,192.21751281645,206.78634740329,179.60981983941
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2002,193.86174467064,207.81702275097,181.89365875498
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2002,193.01846481509,206.99150218166997,180.86307220127998
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2003,460199.4036426306,494984.72964694735,430253.8553087098
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2003,439510.2816964982,470978.2825933433,411274.5761363664
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2003,899709.6853391291,965569.7245446296,842593.8797934321
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2003,201.03022679001,216.22560062201,187.94902693345
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2003,202.28679785681,216.77010211946998,189.29117363401
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2003,201.64210838388001,216.40259988468,188.84136650019
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2004,491052.32212415617,528088.1226696708,457736.4406869514
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2004,467728.2956670573,502345.9056130435,437237.292682428
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2004,958780.6177912132,1029592.8526121974,897527.2769990301
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2004,210.14474400867,225.99413209654003,195.88728699113997
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2004,211.07504677026,226.69717976095998,197.31515680706
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2004,210.59755309663,226.15156316512,197.14316796362
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2005,522964.5959479908,561967.7478941599,486051.7891734543
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2005,497047.5986705604,534822.7812813333,463567.7820618256
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2005,1020012.1946185495,1096238.604527326,952930.5491200828
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2005,219.17023675208,235.51614259801,203.70037767817
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2005,219.90069651155,236.61295704590998,205.08876499628002
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2005,219.52557948592,235.93091943739003,205.08836277556
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2006,556948.5729971424,599963.374525629,518911.2919028381
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2006,528577.358959251,568531.6256696364,493439.6748842329
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2006,1085525.9319563927,1166859.831939562,1015668.7370163857
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2006,228.27769201295,245.90825988115,212.68727099448998
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2006,229.15390204586998,246.47525712262,213.92067784856
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2006,228.70350817896,245.83930172606003,213.98567870663
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2007,594212.9315276835,640877.882404105,553789.2349804624
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2007,563183.9926383462,605300.0296642589,526421.6021676022
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2007,1157396.924166029,1243620.2025395846,1083946.225953705
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2007,237.98269752398002,256.67204321164,221.79297859029
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2007,239.28781150077,257.18223758665,223.66806364523998
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2007,238.61597692341002,256.39229149023,223.47293503025998
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2008,635270.5959208072,685168.685960398,592642.0214595345
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2008,600596.6633241858,645151.909761756,561401.0081507245
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2008,1235867.2592449917,1329159.272290892,1157805.7170345692
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2008,248.29036255583,267.7926265,231.62932979878
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2008,250.07365567257003,268.62536272729,233.7535504
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2008,249.15380501809,267.96169870918,233.41641079406003
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2009,679460.9681120233,733606.6416471852,634503.4110283684
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2009,640332.6544946409,687238.0152499087,597061.0801074421
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2009,1319793.6226066626,1423787.5677598938,1235107.2534967246
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2009,259.22312851846,279.88040178101,242.07124026482
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2009,261.24621295424004,280.3829035,243.59205326416
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2009,260.20075324869,280.70343063602996,243.50461481093998
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2010,724476.7489296332,784963.4382906915,674448.6656544541
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2010,680825.273503418,731766.812170635,635809.566331878
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2010,1405302.0224330518,1518530.5006506252,1314588.385312731
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2010,270.58363029346,293.17470449416,251.89872369124998
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2010,272.33579192326,292.71283257473,254.32913333014
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2010,271.42967393515,293.29939904203997,253.90861970482
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2011,773879.9348467303,836942.641292572,720903.0234231809
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2011,724276.8662432559,778633.5838870902,675560.1250936817
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2011,1498156.801089987,1616844.9864901705,1403535.4373103944
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2011,283.21440215936,306.29326220004,263.82660875438
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2011,284.21257009555,305.54262099673,265.09569524545003
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2011,283.69608482673,306.17128467812,265.77826045367
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2012,830173.9414701742,895000.9383571625,774558.2283094579
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2012,773174.5662321089,830152.7297761961,722010.2725666416
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2012,1603348.5077022824,1727953.2870648014,1502531.0372940705
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2012,297.93447581258,321.1997174,277.97499802153004
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2012,297.80110523961,319.74719713013997,278.09432249242997
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2012,297.87014629155,321.01922690567,279.14027283298
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2013,890838.4425406236,959175.6318696022,831050.8959662067
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2013,825402.6543543278,886232.897207238,770898.4320812505
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2013,1716241.0968949506,1847607.1047766707,1605886.0656588648
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2013,313.92075051306,338.00195394757,292.85233833447
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2013,312.36733692379,335.38807821187004,291.74062985818
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2013,313.17173363283,337.14279486845,293.03465818939003
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2014,953138.3604288754,1026940.0106256226,889879.0704722868
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2014,878774.0489193181,945770.9934866042,820232.7750776666
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2014,1831912.4093481929,1971529.9623967756,1710555.0125936968
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2014,330.01654394894996,355.56977582675,308.11352009548
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2014,326.99594244003,351.92581952996,305.21246005906
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2014,328.56061863344,353.60157002809,306.79469732087
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2015,1013908.711971547,1091933.58302037,945226.146218054
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2015,931296.214668419,1003240.8185835506,866791.4073967964
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2015,1945204.9266399676,2096598.263828449,1812940.5693537083
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2015,344.81419367120003,371.34920878581,321.45634769362
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2015,340.72577811504,367.04756570965,317.12592846075
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2015,342.84463070621996,369.52788246489996,319.53288390341
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2016,1076041.968304539,1158927.183606611,1001469.0936927508
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2016,986117.263353178,1062663.786590095,918878.6733674658
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2016,2062159.2316577183,2221758.8903287733,1921386.1216862795
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,2016,359.62982116581,387.33133842479003,334.70641636338
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,2016,354.89110468946,382.43922822531,330.69278835874997
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,2016,357.34809539293997,385.00485107694,332.95376058185
Incidence,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,2017,1143946.1085507912,1233016.4611824628,1062241.7556897826
Incidence,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,2017,1046995.5076515764,1127884.7209974583,974554.7619710586
Incidence,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,2017,2190941.6162023665,2361685.5664801747,2037622.3302150408
